job_id,job_title,jobs_group,seniority,remote,company_clean,company,city,state_x,annual_low,annual_mean,annual_high,bls_occ_code,skills,skills_count,company_co,sector,sector_group,revenue_band,revenue_rank,employee_band,employee_rank,company_score,reviews_count,state_y,state_abbr,occ_title,total_employed,bls_annual_mean,bls_annual_median,bls_p10,bls_p90,state_name,pce_2023_in_millions
job_bd4fb1172978a7d3,Junior Sales Analyst,Data Analyst,Junior,Remote,Serenity Kids,Serenity Kids,Austin,TX,60000.0,65000.0,70000.0,15-2051,"['Excel', 'Google Sheets', 'PowerPoint', 'Bachelor']",4,Serenity Kids,Food and Beverage Production,Food and Beverage,,,,,,,Texas,TX,Data Scientists,"20,560",109000.0,100100.0,51550.0,167148.8,Texas,1595277.8
job_5cceedda63073ff1,Business Analyst (APPLY ON COUNTY WEBSITE),Business Analyst,Unspecified,On-site,Crow Wing County,Crow Wing County,Brainerd,MN,44431.0,48969.5,53508.0,13-1111,[],0,Crow Wing County,,,,,M,4.0,3.6,7.0,Minnesota,MN,Management Analysts,"20,780",102380.0,92310.0,61110.0,162947.2,Minnesota,324127.6
job_202836ce06449bf8,Sales and Contracting Development Program - Network Contracting Analyst,Analyst,Unspecified,On-site,The Cigna Group,The Cigna Group,New York,NY,65000.0,66000.0,67000.0,13-1111,['Office'],1,The Cigna Group,Insurance,Insurance,XXXL,8.0,XXXL,8.0,3.6,5092.0,New York,NY,Management Analysts,"59,640",126450.0,106100.0,64460.0,206398.4,New York,1248145.3
job_eab0750c80215c1f,Systems Integrator Analyst (Military Operations Analyst 3) - 15724,Operations Analyst,Unspecified,On-site,Hii,HII,Colorado Springs,CO,70714.0,87857.0,105000.0,15-2031,"['Artificial Intelligence', 'Power BI', 'Bachelor', 'PhD', 'Master']",5,HII,,,,,,,3.8,22.0,Colorado,CO,Operations Research Analysts,960,101130.0,99470.0,61370.0,143000.0,Colorado,374880.1
job_6ed0693911a027b1,"Investment Operations Analyst, Sr. Associate",Operations Analyst,Senior,On-site,Inclusively,Inclusively,New York,NY,65000.0,87500.0,110000.0,15-2031,"['Excel', 'Tableau', 'SQL', 'Bachelor']",4,Inclusively,,,,,,,,,New York,NY,Operations Research Analysts,"5,980",111860.0,99480.0,56430.0,184017.6,New York,1248145.3
job_cd704970a9d7f2c7,Tax Analyst,Analyst,Unspecified,On-site,Jackson Hewitt,Jackson Hewitt,Sarasota,FL,55000.0,60000.0,65000.0,13-1111,['Office'],1,Jackson Hewitt,Finance,Finance,M,4.0,XXL,7.0,4.0,4276.0,Florida,FL,Management Analysts,"68,540",95920.0,82390.0,41790.0,161657.6,Florida,1361251.4
job_4963d682c08c51e4,Assistant Vice President Digital Banking,CFO,Unspecified,Remote,Ic Federal Credit Union,IC Federal Credit Union,Fitchburg,MA,83377.0,104221.0,125065.0,11-3031,"['Artificial Intelligence', 'Office', 'Bachelor']",3,IC Federal Credit Union,Finance,Finance,,,S,3.0,3.4,16.0,Massachusetts,MA,Financial Managers,"31,370",192040.0,169870.0,96750.0,,Massachusetts,483803.1
job_de235e75b0591c9c,"Senior ERP Functional Business Analyst (Financials), Grade N32",Business Analyst,Senior,On-site,Montgomery County Government,Montgomery County Government,Rockville,MD,92020.0,122402.5,152785.0,13-1111,"['Oracle', 'Office', 'ERP', 'Bachelor']",4,Montgomery County Government,Government and Public Administration,Government,XS,2.0,M,4.0,3.7,111.0,Maryland,MD,Management Analysts,"21,070",117360.0,116020.0,75190.0,163467.2,Maryland,346417.2
job_ed7635e0d2f21985,Financial Analyst,Financial Analyst,Unspecified,Remote,Pci Government Services,PCI Government Services,Washington,DC,100000.0,100000.0,100000.0,13-2051,"['Excel', 'Office', 'Bachelor']",3,PCI Government Services,Aerospace and Defense,Government,,,,,,,District of Columbia,DC,Financial and Investment Analysts,"3,710",115620.0,102890.0,65750.0,176883.2,District of Columbia,62490.4
job_8da5fa4b1d141b84,Wargaming Modeling Simulations Integrator (Military Operations Analyst 5) - 15705,Operations Analyst,Unspecified,On-site,Hii,HII,Colorado Springs,CO,90519.0,112759.5,135000.0,15-2031,"['Master', 'Artificial Intelligence', 'PhD', 'Bachelor']",4,HII,,,,,,,3.8,22.0,Colorado,CO,Operations Research Analysts,960,101130.0,99470.0,61370.0,143000.0,Colorado,374880.1
job_22adff20ccaa9851,"Analyst III, Accounting (SPLOST) (Operations) 2023-2024",Operations Analyst,Unspecified,On-site,Dekalb County School District,DeKalb County School District,Stone Mountain,GA,28520.0,28520.0,28520.0,15-2031,"['ERP', 'Bachelor']",2,DeKalb County School District,,,,,,,3.2,46.0,Georgia,GA,Operations Research Analysts,"4,600",82810.0,78320.0,48770.0,132225.6,Georgia,554573.4
job_f5e7fea8a99eb297,Direct Mail & Data Analyst - F/T Contractor,Data Analyst,Unspecified,On-site,"Hawaiian Electric Company, Inc.","Hawaiian Electric Company, Inc.",Honolulu,HI,42320.0,44160.0,46000.0,15-2051,"['Python', 'SQL', 'Bachelor']",3,"Hawaiian Electric Company, Inc.",Electricity and Public Utilities,Government,XL,6.0,XL,6.0,4.5,2.0,Hawaii,HI,Data Scientists,150,126080.0,129930.0,64620.0,200886.4,Hawaii,83403.5
job_0e94d43f913293a5,Program Operations Analyst,Operations Analyst,Unspecified,On-site,"Child Development Resources Of Ventura County, Inc","Child Development Resources of Ventura County, Inc",Oxnard,CA,72858.0,88682.0,104506.0,15-2031,['Excel'],1,"Child Development Resources of Ventura County, Inc",NGOs and Nonprofit Organizations,Nonprofit Organizations,S,3.0,M,4.0,3.8,11.0,California,CA,Operations Research Analysts,"20,100",92150.0,82870.0,66210.0,135054.40000000002,California,2526290.3
job_79ee5d2e9766219a,Treasury and Payment Solutions (TPS) Sales Analyst Manager,Finance,Lead,On-site,The Infosoft Group,The Infosoft Group,Minneapolis,MN,127899.0,147083.5,166268.0,13-2051,"['Salesforce', 'Bachelor']",2,The Infosoft Group,,,,,,,,,Minnesota,MN,Financial and Investment Analysts,"6,620",102950.0,99380.0,63690.0,152588.8,Minnesota,324127.6
job_a44ab71f3ef74d8c,Business Analyst/Child Welfare Expert (Product Owner/Product Manager),Business Analyst,Senior,Remote,Pts Consulting Services,PTS Consulting Services,Hartford,CT,85155.2,88577.6,92000.0,13-1111,"['Agile', 'Bachelor']",2,PTS Consulting Services,Staffing and Outsourcing,Human Resources,,,,,1.0,1.0,Connecticut,CT,Management Analysts,"9,570",115530.0,102960.0,64420.0,175156.8,Connecticut,235580.4
job_dcba0e2d12129f4b,Sales Analyst,Data Analyst,Unspecified,On-site,"Nextdeavor, Inc.","NextDeavor, Inc.",Salt Lake City,UT,51520.0,55430.0,59340.0,15-2051,"['Salesforce', 'Office']",2,"NextDeavor, Inc.",,,,,,,,,Utah,UT,Data Scientists,"3,530",101780.0,97490.0,51740.0,164590.4,Utah,174395.8
job_4c27e95d92f03747,Chief CQI and Compliance Officer,CFO,Lead,Remote,All Faiths Children’S Advocacy Center,All Faiths Children’s Advocacy Center,Albuquerque,NM,129000.0,129000.0,129000.0,11-3031,"['Excel', 'Access', 'Office', 'Bachelor', 'Master']",5,All Faiths Children’s Advocacy Center,Community Services,Government,,,S,3.0,4.1,9.0,New Mexico,NM,Financial Managers,"2,590",128820.0,115000.0,77950.0,197433.6,New Mexico,97420.9
job_ff20765e9f080055,Sales Tax Analyst,Analyst,Unspecified,On-site,Arthur Lawrence,Arthur Lawrence,Houston,TX,55200.0,59800.0,64400.0,13-1111,['Bachelor'],1,Arthur Lawrence,Human Resources,Human Resources,XXXS,0.0,XS,2.0,4.1,37.0,Texas,TX,Management Analysts,"50,900",106600.0,95760.0,58710.0,171371.2,Texas,1595277.8
job_4ee89f8d796ebf9d,Motor Vehicle Operations Analyst 1,Operations Analyst,Unspecified,On-site,Georgia Department Of Transportation,Georgia Department of Transportation,Lithonia,GA,43000.0,43000.0,43000.0,15-2031,['Office'],1,Georgia Department of Transportation,Government and Public Administration,Government,XXS,1.0,XL,6.0,3.6,268.0,Georgia,GA,Operations Research Analysts,"4,600",82810.0,78320.0,48770.0,132225.6,Georgia,554573.4
job_5d97cc645e09d2b1,RHS Carrier/Client Operations Analyst,Operations Analyst,Unspecified,On-site,Alight,Alight,,IL,44600.0,44600.0,44600.0,15-2031,"['Excel', 'PowerPoint', 'Word']",3,Alight,NGOs and Nonprofit Organizations,Nonprofit Organizations,,,XXXL,8.0,3.3,12.0,Illinois,IL,Operations Research Analysts,"5,320",106300.0,101880.0,64670.0,161657.6,Illinois,732059.2
job_56fbdd8183feded2,Sr. Business Systems Analyst(IT Finance),Business Analyst,Senior,Remote,Cilable,Cilable,Annapolis,MD,92000.0,101200.0,110400.0,13-1111,"['Java', 'Word', 'SQL', 'Bachelor']",4,Cilable,Information Technology,Information Technology,,,,,,,Maryland,MD,Management Analysts,"21,070",117360.0,116020.0,75190.0,163467.2,Maryland,346417.2
job_606c8b56e4ed71c4,Senior IT Audit Analytics Business Analyst (Remote Consideration),Business Analyst,Senior,Remote,Lincoln Financial,Lincoln Financial,Greensboro,NC,87700.0,123800.0,159900.0,13-1111,"['Tableau', 'CPA', 'Office', 'SQL', 'Bachelor', 'Python', 'VBA', 'Agile']",8,Lincoln Financial,Insurance,Insurance,XS,2.0,XXXL,8.0,3.5,1241.0,North Carolina,NC,Management Analysts,"21,490",109220.0,100570.0,57990.0,171038.4,North Carolina,553487.4
job_8456762248316832,Business Intelligence Data Analyst,Data Analyst,Unspecified,On-site,Empire Cat,Empire Cat,Henderson,NV,67028.0,90588.0,114148.0,15-2051,"['Tableau', 'Office', 'SQL', 'Power BI', 'Bachelor', 'VBA', 'English']",7,Empire Cat,"Construction, Repair, and Maintenance Services",Construction,,,XL,6.0,3.7,86.0,Nevada,NV,Data Scientists,980,96800.0,86030.0,57630.0,144414.40000000002,Nevada,172657.6
job_c441e8889c77e84e,Senior Financial Analyst (Global Operations),Financial Analyst,Senior,Remote,Cultural Experiences Abroad Llc,CULTURAL EXPERIENCES ABROAD LLC,Phoenix,AZ,105000.0,105000.0,105000.0,13-2051,"['Excel', 'Power BI', 'Bachelor']",3,CULTURAL EXPERIENCES ABROAD LLC,,,,,,,,,Arizona,AZ,Financial and Investment Analysts,"6,260",101630.0,81560.0,57820.0,132912.0,Arizona,400704.5
job_551b3390cad0a23e,Account Management Business Analyst with Marketing and Sales CRM Developmen,Business Analyst,Unspecified,On-site,Modest Technologies Solution,Modest Technologies Solution,Laurel,MD,60000.0,67500.0,75000.0,13-1111,"['Salesforce', 'Master', 'Bachelor']",3,Modest Technologies Solution,,,,,XS,2.0,2.5,2.0,Maryland,MD,Management Analysts,"21,070",117360.0,116020.0,75190.0,163467.2,Maryland,346417.2
job_c1c59c9884b05954,"Electrical Engineer with DoD Project Management Experience: Greenbelt, MD",Data Engineer,Unspecified,Remote,"Teltrium Solutions, Llc","Teltrium Solutions, LLC",Greenbelt,MD,98546.0,103278.0,108010.0,15-1243,['Bachelor'],1,"Teltrium Solutions, LLC",Telecommunications,Information Technology,,,,,,,Maryland,MD,Database Architects,710,150590.0,139510.0,85470.0,,Maryland,346417.2
job_1d0e6a527fa121ab,Health Related Social Needs Policy Analysts – three (3) positions Climate; Housing; Nutrition (Operations & Policy Analyst 3),Operations Analyst,Unspecified,Hybrid,Oregon Health Authority,Oregon Health Authority,Salem,OR,64752.0,82128.0,99504.0,15-2031,"['Russian', 'Office', 'Bachelor', 'Spanish', 'Chinese', 'English']",6,Oregon Health Authority,Healthcare,Health,,,L,5.0,3.8,70.0,Oregon,OR,Operations Research Analysts,"1,850",99080.0,97060.0,65000.0,135033.6,Oregon,234577.7
job_0135ac622ea95f63,"Business Analyst, Service Analytics",Business Analyst,Unspecified,On-site,Lucid Motors,Lucid Motors,Newark,CA,108000.0,126750.0,145500.0,13-1111,"['Tableau', 'Salesforce', 'SQL', 'Bachelor']",4,Lucid Motors,Transportation Equipment Manufacturing,Product Manufacturing,,,XXL,7.0,2.7,96.0,California,CA,Management Analysts,"110,430",119370.0,99800.0,60060.0,191547.2,California,2526290.3
job_aeff189e93b6c840,WMS Business Systems Analyst,Business Analyst,Unspecified,Remote,Conmed,CONMED,Largo,FL,80300.0,103400.0,126500.0,13-1111,"['SAP', 'Master', 'ERP', 'Bachelor']",4,CONMED,Healthcare,Health,L,5.0,XL,6.0,3.3,295.0,Florida,FL,Management Analysts,"68,540",95920.0,82390.0,41790.0,161657.6,Florida,1361251.4
job_7c25154a53f141bd,Senior Business Analyst,Business Analyst,Senior,On-site,First American Financial Corporation,First American Financial Corporation,Santa Ana,CA,124000.0,147000.0,170000.0,13-1111,"['SQL', 'Bachelor']",2,First American Financial Corporation,Insurance,Insurance,XS,2.0,XXXL,8.0,3.8,2138.0,California,CA,Management Analysts,"110,430",119370.0,99800.0,60060.0,191547.2,California,2526290.3
job_657ce13266db2692,Business Systems Analyst - Hybrid,Business Analyst,Unspecified,Hybrid,Protective,Protective,Birmingham,AL,72000.0,90500.0,109000.0,13-1111,['English'],1,Protective,,,,,,,3.9,28.0,Alabama,AL,Management Analysts,"5,830",112390.0,98900.0,59450.0,185307.2,Alabama,227475.0
job_8ed63badf83856dc,BUSINESS AND SYSTEMS ANALYST,Business Analyst,Unspecified,On-site,City Of Worcester,City of Worcester,Worcester,MA,78434.0,86146.0,93858.0,13-1111,"['Master', 'Office', 'ERP', 'Bachelor']",4,City of Worcester,Government and Public Administration,Government,,,,,3.3,47.0,Massachusetts,MA,Management Analysts,"30,900",134350.0,111550.0,76040.0,212097.6,Massachusetts,483803.1
job_259cb0771bc475da,Business Intelligence (BI) Analyst,Business Intelligence,Unspecified,Remote,Lifeplan Cco Ny Llc,LIFEPlan CCO NY LLC,Liverpool,NY,75000.0,80000.0,85000.0,15-2031,"['Python', 'Power BI', 'R', 'SQL']",4,LIFEPlan CCO NY LLC,,,,,L,5.0,2.6,107.0,New York,NY,Operations Research Analysts,"5,980",111860.0,99480.0,56430.0,184017.6,New York,1248145.3
job_5f693eaaa2d7b93f,Sr. Business Analyst,Business Analyst,Senior,On-site,Business Intelligence & Informatics Consulting...,Business Intelligence & Informatics Consulting...,Tallahassee,FL,111743.2,119379.2,127015.2,13-1111,"['Dynamics 365', 'Office', 'Bachelor']",3,Business Intelligence & Informatics Consulting...,,,,,,,,,Florida,FL,Management Analysts,"68,540",95920.0,82390.0,41790.0,161657.6,Florida,1361251.4
job_b752ea19f5fd1bf6,"Business Analyst, Principal",Business Analyst,Lead,Remote,Blue Shield Of California,Blue Shield of California,Oakland,CA,114400.0,143000.0,171600.0,13-1111,"['Tableau', 'Access', 'Office', 'SQL']",4,Blue Shield of California,Healthcare,Health,XXXL,8.0,XXL,7.0,3.6,942.0,California,CA,Management Analysts,"110,430",119370.0,99800.0,60060.0,191547.2,California,2526290.3
job_9af3cb16617335c0,SQL Analyst/BI Developer,Business Intelligence,Unspecified,Remote,Denver Zoological Foundation,Denver Zoological Foundation,Denver,CO,78360.0,88158.0,97956.0,15-2031,"['Excel', 'Tableau', 'SQL', 'Power BI', 'Sisense', 'SSRS']",6,Denver Zoological Foundation,NGOs and Nonprofit Organizations,Nonprofit Organizations,,,M,4.0,3.6,91.0,Colorado,CO,Operations Research Analysts,960,101130.0,99470.0,61370.0,143000.0,Colorado,374880.1
job_2e9de35536beef2e,Operations Business Analyst II,Business Analyst,Unspecified,Remote,Astreya Partners,Astreya Partners,,TX,53438.0,68044.0,82650.0,13-1111,"['Excel', 'Word', 'Office', 'Bachelor']",4,Astreya Partners,Information Technology,Information Technology,S,3.0,XL,6.0,2.7,81.0,Texas,TX,Management Analysts,"50,900",106600.0,95760.0,58710.0,171371.2,Texas,1595277.8
job_51b848fffaf64166,Operations Analyst,Operations Analyst,Unspecified,On-site,"Midland Credit Management, Inc.","Midland Credit Management, Inc.",Phoenix,AZ,63300.0,76999.5,90699.0,15-2031,"['Excel', 'Office', 'SQL', 'Bachelor', 'PowerPoint', 'Master']",6,"Midland Credit Management, Inc.",Banking and Credit Services,Finance,XL,6.0,XL,6.0,3.5,145.0,Arizona,AZ,Operations Research Analysts,"2,600",79700.0,76010.0,48130.0,122012.8,Arizona,400704.5
job_3d26ff6f2b188bca,HR Business Systems Analyst,Business Analyst,Unspecified,On-site,Lawrence Livermore National Laboratory,Lawrence Livermore National Laboratory,Livermore,CA,104370.0,116979.0,129588.0,13-1111,"['CPA', 'SQL', 'Bachelor', 'Oracle', 'Agile', 'ERP']",6,Lawrence Livermore National Laboratory,National Agencies,Government,XL,6.0,XXL,7.0,4.1,201.0,California,CA,Management Analysts,"110,430",119370.0,99800.0,60060.0,191547.2,California,2526290.3
job_808556709b5ad7db,Supply Chain Business Systems Analyst,Business Analyst,Unspecified,On-site,Mega Fluid Systems,Mega Fluid Systems,Tualatin,OR,80000.0,87500.0,95000.0,13-1111,"['Tableau', 'SQL', 'Power BI', 'Dynamics 365', 'ERP']",5,Mega Fluid Systems,Manufacturing,Product Manufacturing,XS,2.0,XS,2.0,2.1,15.0,Oregon,OR,Management Analysts,"10,510",98710.0,96080.0,66000.0,132017.6,Oregon,234577.7
job_175c0cca56112590,Sr. Business Financial Analyst,Financial Analyst,Senior,Hybrid,Accobrands,accobrands,Burlingame,CA,100000.0,105000.0,110000.0,13-2051,"['Excel', 'Tableau', 'SQL', 'Power BI', 'Bachelor', 'SAP']",6,accobrands,Electronic Product Manufacturing,Product Manufacturing,XL,6.0,XL,6.0,3.5,308.0,California,CA,Financial and Investment Analysts,"35,660",125220.0,109080.0,67290.0,187990.4,California,2526290.3
job_c4181ee4c34e1a0f,Business Analyst II,Business Analyst,Unspecified,Hybrid,Pennymac,Pennymac,Moorpark,CA,55000.0,70000.0,85000.0,13-1111,"['Excel', 'Office', 'SQL', 'Bachelor']",4,Pennymac,Banking and Credit Services,Finance,XL,6.0,XXL,7.0,2.9,630.0,California,CA,Management Analysts,"110,430",119370.0,99800.0,60060.0,191547.2,California,2526290.3
job_0e02ebcdf6eea249,Operations Research Analyst,Operations Analyst,Unspecified,On-site,Asr International Corp.,ASR International Corp.,Washington,DC,100000.0,112500.0,125000.0,15-2031,"['Master', 'Bachelor']",2,ASR International Corp.,Government and Public Administration,Government,XS,2.0,M,4.0,3.8,37.0,District of Columbia,DC,Operations Research Analysts,"2,230",116320.0,109990.0,62350.0,181646.4,District of Columbia,62490.4
job_59d1c5e66f0d38d4,Senior Business Applications Analyst- Enterprise Content Mgmt,Business Analyst,Senior,Hybrid,Orlando Utilities Commission,Orlando Utilities Commission,Orlando,FL,96601.0,108676.0,120751.0,13-1111,"['Excel', 'Access', 'Salesforce', 'Word', 'Office', 'SQL', 'Bachelor', 'PowerPoint', 'Oracle', 'Agile']",10,Orlando Utilities Commission,Electricity and Public Utilities,Government,L,5.0,L,5.0,3.5,83.0,Florida,FL,Management Analysts,"68,540",95920.0,82390.0,41790.0,161657.6,Florida,1361251.4
sj_40d9d97b4c0c3bd8,Business Process Analyst,Business Analyst,Unspecified,On-site,"Genesis Technical Staffing, Inc.","Genesis Technical Staffing, Inc.",Pascagoula,MS,55200.0,55200.0,55200.0,13-1111,"['Excel', 'Access', 'Office', 'SQL', 'Power BI', 'Bachelor', 'Master']",7,"Genesis Technical Staffing, Inc.",,,,,XS,2.0,,,Mississippi,MS,Management Analysts,"3,350",83720.0,66540.0,42490.0,151299.19999999998,Mississippi,123851.1
sj_51b3fb55e7491d49,Business Analyst,Business Analyst,Unspecified,Hybrid,Leadstack Inc,Leadstack Inc,Rosemead,CA,82800.0,87823.20000000001,92846.4,13-1111,"['Office', 'SAP', 'Bachelor']",3,Leadstack Inc,,,,,,,,,California,CA,Management Analysts,"110,430",119370.0,99800.0,60060.0,191547.2,California,2526290.3
sj_f7439304b78050f4,Business Analyst,Business Analyst,Unspecified,On-site,Cook Systems,Cook Systems,Blountville,TN,46000.0,46000.0,46000.0,13-1111,['Bachelor'],1,Cook Systems,IT Support,Information Technology,XS,2.0,M,4.0,4.0,18.0,Tennessee,TN,Management Analysts,"9,580",93870.0,83620.0,53960.0,136281.6,Tennessee,351524.5
sj_c5a22b8d3d0337c4,Senior Data Analyst - Operations,Data Analyst,Senior,On-site,Restaurantware,Restaurantware,Chicago,IL,100000.0,112500.0,125000.0,15-2051,"['Tableau', 'MBA', 'Artificial Intelligence', 'SQL', 'Python', 'R']",6,Restaurantware,"Restaurants, Travel, and Entertainment",Restaurants and Food Services,,,XS,2.0,,,Illinois,IL,Data Scientists,"6,320",115840.0,108580.0,62320.0,170560.0,Illinois,732059.2
sj_b36bea30a30c358f,Financial Planning and Analysis Manager,Financial Analyst,Lead,Remote,D'Iyanu Llc,D'IYANU LLC,Norristown,PA,70000.0,77500.0,85000.0,13-2051,"['Excel', 'Bachelor']",2,D'IYANU LLC,Wholesale and Retail Sales,Sales,XS,2.0,XS,2.0,4.7,9.0,Pennsylvania,PA,Financial and Investment Analysts,"12,020",94400.0,82810.0,49820.0,139880.0,Pennsylvania,738929.8
sj_2ecbec32706bcc72,Business Analyst,Business Analyst,Unspecified,On-site,Southern Marsh Collection,Southern Marsh Collection,Baton Rouge,LA,55000.0,60000.0,65000.0,13-1111,"['Excel', 'Tableau', 'SQL', 'Power BI', 'Bachelor', 'SSIS', 'ERP']",7,Southern Marsh Collection,"Department Stores, Clothing, and Shoe Stores",Sales,,,,,3.4,19.0,Louisiana,LA,Management Analysts,"3,540",104940.0,93870.0,59640.0,174116.8,Louisiana,221484.7
sj_ede0262221c72ef5,BUSINESS EXECUTION ANALYST,Business Analyst,Unspecified,On-site,Keeco Llc,Keeco Llc,Bentonville,AR,40000.0,42500.0,45000.0,13-1111,"['Excel', 'Access', 'Word', 'Office', 'PowerPoint']",5,Keeco Llc,Textile and Clothing Manufacturing,Product Manufacturing,,,,,2.9,57.0,Arkansas,AR,Management Analysts,"5,410",77180.0,60920.0,31610.0,127025.6,Arkansas,135760.8
sj_a52a829103f3b8bd,Senior Business Analyst- Commercial,Business Analyst,Senior,Remote,"New Age Software Services, Inc","New Age Software Services, Inc",Bedford,MA,120000.0,125000.0,130000.0,13-1111,"['Power BI', 'Salesforce', 'Bachelor']",3,"New Age Software Services, Inc",,,,,,,5.0,1.0,Massachusetts,MA,Management Analysts,"30,900",134350.0,111550.0,76040.0,212097.6,Massachusetts,483803.1
sj_c9baf2333d71503c,"IT Business Analyst, junior",Business Analyst,Junior,On-site,Michael Page,Michael Page,New York,NY,80000.0,95000.0,110000.0,13-1111,"['Office', 'SQL']",2,Michael Page,Human Resources,Human Resources,L,5.0,XXL,7.0,3.7,500.0,New York,NY,Management Analysts,"59,640",126450.0,106100.0,64460.0,206398.4,New York,1248145.3
sj_112b5e40aaffb3bd,Data Systems Analyst (Senior Business Systems Analyst) JO#5920,Business Analyst,Senior,Remote,Judicial Council Of California,Judicial Council of California,San Francisco,CA,87204.0,109008.0,130812.0,13-1111,"['Excel', 'Word', 'Power BI', 'Bachelor', 'Master']",5,Judicial Council of California,Government and Public Administration,Government,,,XXXL,8.0,3.1,34.0,California,CA,Management Analysts,"110,430",119370.0,99800.0,60060.0,191547.2,California,2526290.3
sj_1375b7ad2895b36c,Workday Business Analyst - Finance,Business Analyst,Unspecified,On-site,National Church Residences,National Church Residences,Columbus,OH,80000.0,90000.0,100000.0,13-1111,"['Excel', 'Word', 'Office', 'Bachelor', 'English', 'ERP']",6,National Church Residences,NGOs and Nonprofit Organizations,Nonprofit Organizations,S,3.0,XL,6.0,3.4,398.0,Ohio,OH,Management Analysts,"26,160",95860.0,84080.0,58640.0,135824.0,Ohio,596162.7
sj_60cc6c05504edfba,Senior Business Analyst (Active Health Plans),Business Analyst,Senior,Hybrid,Church Pension Group Services Corporation,Church Pension Group Services Corporation,New York,NY,101800.0,117050.0,132300.0,13-1111,"['Excel', 'Word', 'Office', 'Bachelor', 'PowerPoint']",5,Church Pension Group Services Corporation,,,,,,,,,New York,NY,Management Analysts,"59,640",126450.0,106100.0,64460.0,206398.4,New York,1248145.3
sj_8b18bd61e3547e99,Business Systems Analyst,Business Analyst,Unspecified,Remote,Michigan Staffing,MICHIGAN STAFFING,,MI,58000.0,64500.0,71000.0,13-1111,"['Salesforce', 'ERP', 'Bachelor']",3,MICHIGAN STAFFING,Transportation Equipment Manufacturing,Product Manufacturing,XXXS,0.0,XXXS,0.0,3.8,18.0,Michigan,MI,Management Analysts,"15,390",98520.0,84840.0,51690.0,152942.4,Michigan,524045.1
sj_78dc47937160beef,Senior Affordable Housing Analyst,Analyst,Senior,Hybrid,Michael Page,Michael Page,New York,NY,100000.0,110000.0,120000.0,13-1111,['Bachelor'],1,Michael Page,Human Resources,Human Resources,L,5.0,XXL,7.0,3.7,500.0,New York,NY,Management Analysts,"59,640",126450.0,106100.0,64460.0,206398.4,New York,1248145.3
sj_cbb5dfb55c9acc77,Senior Business Analyst - 2 Senior Business Analyst - 2,Business Analyst,Senior,On-site,Tucker Parker Smith Group (Tps Group),Tucker Parker Smith Group (TPS Group),San Diego,CA,73600.0,76360.0,79120.0,13-1111,"['Excel', 'Word', 'Bachelor', 'PowerPoint', 'SAP']",5,Tucker Parker Smith Group (TPS Group),,,,,,,4.0,1.0,California,CA,Management Analysts,"110,430",119370.0,99800.0,60060.0,191547.2,California,2526290.3
sj_4bd0147ee2ca9d28,IWMS Business Analyst,Business Analyst,Unspecified,Remote,"Applied Data Systems, Inc.","Applied Data Systems, Inc.",Golden Valley,MN,70000.0,77500.0,85000.0,13-1111,"['Office', 'SQL', 'Bachelor']",3,"Applied Data Systems, Inc.",,,,,,,,,Minnesota,MN,Management Analysts,"20,780",102380.0,92310.0,61110.0,162947.2,Minnesota,324127.6
sj_7fdf3b24da329c70,Financial Analyst - Operations,Financial Analyst,Unspecified,Hybrid,Prologis,Prologis,Atlanta,GA,66000.0,78500.0,91000.0,13-2051,"['Excel', 'PowerPoint', 'Word', 'Office']",4,Prologis,Real Estate,Real Estate,XXXL,8.0,XL,6.0,3.9,108.0,Georgia,GA,Financial and Investment Analysts,"10,450",100010.0,83610.0,60300.0,156353.6,Georgia,554573.4
sj_827aaee1a5133e0e,"Techno-functional Analyst, Oracle Cloud HCM",Analyst,Unspecified,Remote,Securitas Usa - Corporate Services,Securitas USA - Corporate Services,Parsippany,NJ,125000.0,132500.0,140000.0,13-1111,"['CPA', 'MBA', 'Bachelor', 'SAP', 'Cognos', 'Oracle', 'English', 'Agile', 'ERP']",9,Securitas USA - Corporate Services,,,,,,,,,New Jersey,NJ,Management Analysts,"19,300",122840.0,103770.0,66060.0,182312.0,New Jersey,592882.2
sj_67ccadebcd389f24,Agency Operations - Letter of Credit Analyst -Hybrid NJ/AZ/FL,Operations Analyst,Unspecified,Hybrid,Mufg,MUFG,Tampa,FL,66000.0,71500.0,77000.0,15-2031,['Office'],1,MUFG,Finance,Finance,XXXL,8.0,XXXL,8.0,3.4,761.0,Florida,FL,Operations Research Analysts,"7,750",86260.0,78830.0,40520.0,138299.19999999998,Florida,1361251.4
sj_cc5ce3b7be83ee47,Business Analyst,Business Analyst,Unspecified,Remote,New Resources Consulting,New Resources Consulting,Milwaukee,WI,82186.0,84464.5,86743.0,13-1111,['SQL'],1,New Resources Consulting,Information Technology,Information Technology,XS,2.0,S,3.0,4.0,20.0,Wisconsin,WI,Management Analysts,"13,160",109660.0,99630.0,61440.0,173264.0,Wisconsin,310876.1
sj_b8270dd966d38804,Business Analyst (Hybrid),Business Analyst,Unspecified,Hybrid,Citi,Citi,Tampa,FL,76510.0,95640.0,114770.0,13-1111,"['Access', 'Office', 'Bachelor']",3,Citi,Finance,Finance,XXXL,8.0,XXXL,8.0,3.9,19308.0,Florida,FL,Management Analysts,"68,540",95920.0,82390.0,41790.0,161657.6,Florida,1361251.4
